mineral_name,normalized_mineral_id,ticker_raw,ticker_normalized,market,exposure_purity,mapping_note,is_primary_exposure,importance_rank,importance_tier
Scandium,scandium,600392.SH,600392.SH,CN_A,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,False,2,Tier 1 - highest
Scandium,scandium,NB,NB,US,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,True,2,Tier 1 - highest
Scandium,scandium,USA,USA,US,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,False,2,Tier 1 - highest
Scandium,scandium,USAR,USAR,US,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,False,2,Tier 1 - highest
Scandium,scandium,UUUU,UUUU,US,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,False,2,Tier 1 - highest
Silicon,silicon,600089.SH,600089.SH,CN_A,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silicon,silicon,600438.SH,600438.SH,CN_A,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silicon,silicon,603260.SH,603260.SH,CN_A,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silicon,silicon,688303.SH,688303.SH,CN_A,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silicon,silicon,3800.HK,3800.HK,HK,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silicon,silicon,DQ,DQ,US,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silicon,silicon,WKCMY,WKCMY,US,Primary for silicon metal/polysilicon producers,Split metallurgical silicon from polysilicon/solar supply chain.,False,43,Tier 3 - high
Silver,silver,600531.SH,600531.SH,CN_A,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,601899.SH,601899.SH,CN_A,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,0815.HK,0815.HK,HK,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,2899.HK,2899.HK,HK,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,CDE,CDE,US,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,HL,HL,US,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,PAAS,PAAS,US,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,SVM,SVM,US,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Silver,silver,WPM,WPM,US,Primary for silver miners/streamers; byproduct for base-metal smelters,SVM is US/Canada-listed but has China assets; good bridge name.,False,20,Tier 2 - very high
Tantalum,tantalum,000657.SZ,000657.SZ,CN_A,Primary for 000962; secondary/adjacent for 000657/NB,000962 is the closest China listed tantalum proxy; US listed pure-play coverage is weak.,False,1,Tier 1 - highest
Tantalum,tantalum,000962.SZ,000962.SZ,CN_A,Primary for 000962; secondary/adjacent for 000657/NB,000962 is the closest China listed tantalum proxy; US listed pure-play coverage is weak.,True,1,Tier 1 - highest
Tantalum,tantalum,NB,NB,US,Primary for 000962; secondary/adjacent for 000657/NB,000962 is the closest China listed tantalum proxy; US listed pure-play coverage is weak.,False,1,Tier 1 - highest
Tellurium,tellurium,000630.SZ,000630.SZ,CN_A,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,600362.SH,600362.SH,CN_A,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,600961.SH,600961.SH,CN_A,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,0358.HK,0358.HK,HK,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,FPLSF,FPLSF,US,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,FSLR,FSLR,US,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,TO,TO,US,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Tellurium,tellurium,VNP,VNP,US,Byproduct/downstream,"Tellurium is typically a copper refining byproduct; FSLR is demand-side CdTe solar, not a miner.",False,54,Tier 5 - lower/unknown
Terbium,terbium,000831.SZ,000831.SZ,CN_A,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,000970.SZ,000970.SZ,CN_A,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,300748.SZ,300748.SZ,CN_A,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,600111.SH,600111.SH,CN_A,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,600366.SH,600366.SH,CN_A,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,600392.SH,600392.SH,CN_A,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,6680.HK,6680.HK,HK,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,MP,MP,US,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,USA,USA,US,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,USAR,USAR,US,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Terbium,terbium,UUUU,UUUU,US,Heavy REE / magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,22,Tier 2 - very high
Thulium,thulium,000831.SZ,000831.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,000970.SZ,000970.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,300748.SZ,300748.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,600111.SH,600111.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,600366.SH,600366.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,600392.SH,600392.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,6680.HK,6680.HK,HK,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,MP,MP,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,USA,USA,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,USAR,USAR,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Thulium,thulium,UUUU,UUUU,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,39,Tier 3 - high
Tin,tin,000426.SZ,000426.SZ,CN_A,Primary for 000960/AFMJF,Yunnan Tin is the cleanest China A-share tin proxy.,False,28,Tier 3 - high
Tin,tin,000960.SZ,000960.SZ,CN_A,Primary for 000960/AFMJF,Yunnan Tin is the cleanest China A-share tin proxy.,True,28,Tier 3 - high
Tin,tin,AFMJF,AFMJF,US,Primary for 000960/AFMJF,Yunnan Tin is the cleanest China A-share tin proxy.,True,28,Tier 3 - high
Tin,tin,MLXEF,MLXEF,US,Primary for 000960/AFMJF,Yunnan Tin is the cleanest China A-share tin proxy.,False,28,Tier 3 - high
Tin,tin,X,X,US,Primary for 000960/AFMJF,Yunnan Tin is the cleanest China A-share tin proxy.,False,28,Tier 3 - high
Titanium,titanium,000629.SZ,000629.SZ,CN_A,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,002145.SZ,002145.SZ,CN_A,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,002601.SZ,002601.SZ,CN_A,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,002978.SZ,002978.SZ,CN_A,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,600456.SH,600456.SH,CN_A,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,ATI,ATI,US,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,CC,CC,US,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,TROX,TROX,US,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Titanium,titanium,UUUU,UUUU,US,Primary/secondary depending ore vs pigment vs alloy,Split titanium mineral sands/TiO2 pigment from titanium metal/alloy exposure.,True,11,Tier 1 - highest
Tungsten,tungsten,000657.SZ,000657.SZ,CN_A,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Tungsten,tungsten,002378.SZ,002378.SZ,CN_A,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Tungsten,tungsten,002842.SZ,002842.SZ,CN_A,Primary China tungsten producer,Integrated tungsten products producer from concentrate through deep processing.,True,49,Tier 4 - moderate
Tungsten,tungsten,600397.SH,600397.SH,CN_A,Adjacent Jiangxi tungsten-group exposure,Jiangxi Jiangwu Rare and Precious Equipment is a tungsten-group-linked equipment exposure rather than a pure tungsten producer.,False,49,Tier 4 - moderate
Tungsten,tungsten,600549.SH,600549.SH,CN_A,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Tungsten,tungsten,603993.SH,603993.SH,CN_A,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Tungsten,tungsten,3993.HK,3993.HK,HK,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Tungsten,tungsten,ALM,ALM,US,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Tungsten,tungsten,ALMTF,ALMTF,US,Primary for China tungsten names,China has far better listed tungsten depth than US markets.,False,49,Tier 4 - moderate
Uranium,uranium,601985.SH,601985.SH,CN_A,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,1164.HK,1164.HK,HK,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,2302.HK,2302.HK,HK,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,CCJ,CCJ,US,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,DNN,DNN,US,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,NXE,NXE,US,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,UEC,UEC,US,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Uranium,uranium,UUUU,UUUU,US,Primary for uranium miners; utility exposure for 601985,US/Canada listed uranium universe is much deeper than China A/HK.,False,53,Tier 5 - lower/unknown
Vanadium,vanadium,000629.SZ,000629.SZ,CN_A,Primary/secondary,Vanadium exposure can be steel-alloy demand or vanadium-flow battery optionality.,True,47,Tier 4 - moderate
Vanadium,vanadium,000709.SZ,000709.SZ,CN_A,Primary/secondary,Vanadium exposure can be steel-alloy demand or vanadium-flow battery optionality.,True,47,Tier 4 - moderate
Vanadium,vanadium,002978.SZ,002978.SZ,CN_A,Primary/secondary,Vanadium exposure can be steel-alloy demand or vanadium-flow battery optionality.,True,47,Tier 4 - moderate
Vanadium,vanadium,AMG,AMG,US,Primary/secondary,Vanadium exposure can be steel-alloy demand or vanadium-flow battery optionality.,True,47,Tier 4 - moderate
Vanadium,vanadium,AMGNY,AMGNY,US,Primary/secondary,Vanadium exposure can be steel-alloy demand or vanadium-flow battery optionality.,True,47,Tier 4 - moderate
Vanadium,vanadium,UUUU,UUUU,US,Primary/secondary,Vanadium exposure can be steel-alloy demand or vanadium-flow battery optionality.,True,47,Tier 4 - moderate
Ytterbium,ytterbium,000831.SZ,000831.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,000970.SZ,000970.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,300748.SZ,300748.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,600111.SH,600111.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,600366.SH,600366.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,600392.SH,600392.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,6680.HK,6680.HK,HK,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,MP,MP,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,USA,USA,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,USAR,USAR,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Ytterbium,ytterbium,UUUU,UUUU,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,38,Tier 3 - high
Yttrium,yttrium,000831.SZ,000831.SZ,CN_A,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,000970.SZ,000970.SZ,CN_A,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,300748.SZ,300748.SZ,CN_A,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,600111.SH,600111.SH,CN_A,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,600366.SH,600366.SH,CN_A,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,600392.SH,600392.SH,CN_A,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,6680.HK,6680.HK,HK,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,MP,MP,US,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,USA,USA,US,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,USAR,USAR,US,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Yttrium,yttrium,UUUU,UUUU,US,REE complex exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,10,Tier 1 - highest
Zinc,zinc,600497.SH,600497.SH,CN_A,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,600961.SH,600961.SH,CN_A,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,601168.SH,601168.SH,CN_A,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,601899.SH,601899.SH,CN_A,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,2899.HK,2899.HK,HK,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,HBM,HBM,US,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,HL,HL,US,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,NEXA,NEXA,US,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zinc,zinc,TECK,TECK,US,Primary/secondary,"Zinc is often combined with lead, silver, germanium, indium byproducts.",True,32,Tier 3 - high
Zirconium,zirconium,002167.SZ,002167.SZ,CN_A,Primary/secondary for zircon/mineral sands,Zirconium exposure often comes via mineral sands or zirconium chemicals.,True,52,Tier 5 - lower/unknown
Zirconium,zirconium,002601.SZ,002601.SZ,CN_A,Primary/secondary for zircon/mineral sands,Zirconium exposure often comes via mineral sands or zirconium chemicals.,True,52,Tier 5 - lower/unknown
Zirconium,zirconium,603663.SH,603663.SH,CN_A,Primary/secondary for zircon/mineral sands,Zirconium exposure often comes via mineral sands or zirconium chemicals.,True,52,Tier 5 - lower/unknown
Zirconium,zirconium,ILKAF,ILKAF,US,Primary/secondary for zircon/mineral sands,Zirconium exposure often comes via mineral sands or zirconium chemicals.,True,52,Tier 5 - lower/unknown
Zirconium,zirconium,TROX,TROX,US,Primary/secondary for zircon/mineral sands,Zirconium exposure often comes via mineral sands or zirconium chemicals.,True,52,Tier 5 - lower/unknown
Zirconium,zirconium,UUUU,UUUU,US,Primary/secondary for zircon/mineral sands,Zirconium exposure often comes via mineral sands or zirconium chemicals.,True,52,Tier 5 - lower/unknown
